,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
10,denvertigrz,Denvertigrz,414151212,1249487228285394944,/denvertigrz/status/1249487228285394944,2020-04-12 23:59:04,1586735944,"How is that any more of a risk than going to Home Depot, or picking up food at McDonalds, c’mon man, that’s reaching, and you know it. Easter Service is the pinnacle day of my faith and I’m being told I can’t worship at my place of worship.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How is that any more of a risk than going to Home Depot, or picking up food at <strong>McDonalds</strong>, c’mon man, that’s reaching, and you know it. Easter Service is the pinnacle day of my faith and I’m being told I can’t worship at my place of worship.</p>",[],[],False,[],,0,0,0,False,True,1249019585887698945,"[{'screen_name': 'TheErtter', 'user_id': '265113493'}, {'screen_name': 'PoliticalShort', 'user_id': '247981000'}]"
11,j6hon,jon ✞,1225945595166089216,1249487191236960256,/j6hon/status/1249487191236960256,2020-04-12 23:58:55,1586735935,mf can’t even make eye contact with the mcdonalds cashier ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">mf can’t even make eye contact with the <strong>mcdonalds</strong> cashier <img alt=""😭"" aria-label=""Emoji: Loudly crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Loudly crying face""/></p>",[],[],False,[],,0,0,0,False,True,1249174027291295752,"[{'screen_name': 'HELLAGHOUL', 'user_id': '334453482'}, {'screen_name': 'Sith_Trooper66', 'user_id': '823299075462332416'}]"
12,alejandroelias0,USUARIO1994™,219820662,1249487180474523648,/alejandroelias0/status/1249487180474523648,2020-04-12 23:58:52,1586735932,Lo mas saludable de este mundo .... Puede ser Mcdonalds o Kfc o quizas un Pizza Hut,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lo mas saludable de este mundo .... Puede ser <strong>Mcdonalds</strong> o Kfc o quizas un Pizza Hut</p>",[],[],False,[],,2,0,0,False,True,1249428860573270016,"[{'screen_name': 'Pepe_Takilla', 'user_id': '80481243'}]"
13,TomasCholfe,Toto🤷🏽‍♂️,482501425,1249487121838112770,/TomasCholfe/status/1249487121838112770,2020-04-12 23:58:38,1586735918,A partir del lunes funciona mc donalds y lo tengo a 1 cuadra ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">A partir del lunes funciona <strong>mc donalds</strong> y lo tengo a 1 cuadra <img alt=""😍"" aria-label=""Emoji: Smiling face with heart-shaped eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""Smiling face with heart-shaped eyes""/></p>",[],[],False,[],,0,0,0,False,False,,[]
14,j_rico09,Juan Rico,199989407,1249487028535939074,/j_rico09/status/1249487028535939074,2020-04-12 23:58:16,1586735896,Mcmillions was a very interesting series. #McDonalds #McMillions,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mcmillions was a very interesting series. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McDonalds?src=hash""><s>#</s><b><strong>McDonalds</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McMillions?src=hash""><s>#</s><b>McMillions</b></a></p>",[],"['McDonalds', 'McMillions']",False,[],,1,0,0,False,False,,[]
15,SonoranRed,SonoranRed,144992057,1249487026426003457,/SonoranRed/status/1249487026426003457,2020-04-12 23:58:16,1586735896,This is a McDonalds ? In China! https://twitter.com/GreenwoodOutlaw/status/1249391324735901697 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This is a <strong>McDonalds</strong> ? In China! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GreenwoodOutlaw/status/1249391324735901697"" dir=""ltr"" href=""https://t.co/Fx8hUUfaT0"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GreenwoodOutlaw/status/1249391324735901697""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GreenwoodOutla</span><span class=""invisible"">w/status/1249391324735901697</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/GreenwoodOutlaw/status/1249391324735901697'],[],False,[],,0,0,0,False,False,,[]
16,Flopeyes1,Flopeyes,1166444315599499266,1249486992976408576,/Flopeyes1/status/1249486992976408576,2020-04-12 23:58:08,1586735888,"@McDonalds hear me out,
“The McGriskit”
1st bun = McGriddle
2nd bun = Biscuit 
Make this an option for a breakfast sandwich please!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b><strong>McDonalds</strong></b></a> hear me out,
“The McGriskit”
1st bun = McGriddle
2nd bun = Biscuit 
Make this an option for a breakfast sandwich please!</p>",[],[],False,[],,0,0,0,False,False,,[]
17,patrirzga,╮(. ❛ ᴗ ❛.)╭,792850348167860224,1249486981874188288,/patrirzga/status/1249486981874188288,2020-04-12 23:58:05,1586735885,alguien me trae a la puerta un mcdonalds? es que a mi casa no envían ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">alguien me trae a la puerta un <strong>mcdonalds</strong>? es que a mi casa no envían <img alt=""😭"" aria-label=""Emoji: Loudly crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Loudly crying face""/></p>",[],[],False,[],,0,0,0,False,False,,[]
18,billie_swanda,Billie Swanda,912113737447890944,1249486904103514113,/billie_swanda/status/1249486904103514113,2020-04-12 23:57:46,1586735866,Liars,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Liars</p>",[],[],False,[],,1,0,0,False,True,1249484832469630982,"[{'screen_name': 'DesignationSix', 'user_id': '969138694308421632'}, {'screen_name': 'Applebees', 'user_id': '74452613'}]"
19,trackerem,trackerem,287647587,1249487438373965825,/trackerem/status/1249487438373965825,2020-04-12 23:59:54,1586735994,#mcdonalds vs #churchhttps://twitter.com/CHIZMAGA/status/1249481623768162304 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/mcdonalds?src=hash""><s>#</s><b><strong>mcdonalds</strong></b></a> vs <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/church?src=hash""><s>#</s><b>church</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/CHIZMAGA/status/1249481623768162304"" dir=""ltr"" href=""https://t.co/8DCj43oSOb"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/CHIZMAGA/status/1249481623768162304""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/CHIZMAGA/statu</span><span class=""invisible"">s/1249481623768162304</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/CHIZMAGA/status/1249481623768162304'],"['mcdonalds', 'churchhttps']",False,[],,0,0,0,False,False,,[]
20,69drugnumber,Population: Growing!,1136326456445952000,1249487414923419648,/69drugnumber/status/1249487414923419648,2020-04-12 23:59:48,1586735988,If what they're doing to black people in China is racist then doing the same thing to Chinese people in Africa is just as racist.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">If what they're doing to black people in China is racist then doing the same thing to Chinese people in Africa is just as racist.</p>",[],[],False,[],,0,0,0,False,True,1249011762638266374,"[{'screen_name': 'br4tshawty', 'user_id': '1090717895670124544'}, {'screen_name': 'hieverya', 'user_id': '137599478'}]"
21,iluvsan69,↺ ece ⁷,934161224643866624,1249487404781666309,/iluvsan69/status/1249487404781666309,2020-04-12 23:59:46,1586735986,oh no i want mcdonalds,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">oh no i want <strong>mcdonalds</strong></p>",[],[],False,[],,0,0,0,False,False,,[]
22,joe_saskatoon,Joe_Saskatoon,865992112591863808,1249487381297631232,/joe_saskatoon/status/1249487381297631232,2020-04-12 23:59:40,1586735980,#yxe #covid19sk #covid19Canada #covidcanada #McDonalds https://twitter.com/BradyLangSK/status/1249475225399394306 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yxe?src=hash""><s>#</s><b>yxe</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19sk?src=hash""><s>#</s><b>covid19sk</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covid19Canada?src=hash""><s>#</s><b>covid19Canada</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/covidcanada?src=hash""><s>#</s><b>covidcanada</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McDonalds?src=hash""><s>#</s><b><strong>McDonalds</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/BradyLangSK/status/1249475225399394306"" dir=""ltr"" href=""https://t.co/6xEmthik5r"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/BradyLangSK/status/1249475225399394306""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/BradyLangSK/st</span><span class=""invisible"">atus/1249475225399394306</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/BradyLangSK/status/1249475225399394306'],"['yxe', 'covid19sk', 'covid19Canada', 'covidcanada', 'McDonalds']",False,[],,0,0,0,False,False,,[]
23,titocortes_,Tito Cortés Cudinach,898268258314399745,1249487358384357387,/titocortes_/status/1249487358384357387,2020-04-12 23:59:35,1586735975,Del McDonalds?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Del <strong>McDonalds</strong>?</p>",[],[],False,[],,2,1,1,True,True,1249486993630941188,"[{'screen_name': 'AlexChiner', 'user_id': '399714375'}]"
24,luizoneeLM,🖤,1219286170552676353,1249487312955871232,/luizoneeLM/status/1249487312955871232,2020-04-12 23:59:24,1586735964,I’m bouta go get some fuckin McDonalds if they don’t start cooking up the meat,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I’m bouta go get some fuckin <strong>McDonalds</strong> if they don’t start cooking up the meat</p>",[],[],False,[],,1,0,0,False,False,,[]
25,Max27pablo,Max Pablo,1241145464159907845,1249487296648413185,/Max27pablo/status/1249487296648413185,2020-04-12 23:59:20,1586735960,"Nossa devo@estar grávida, vontade de uma batata @McDonalds_BR","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Nossa devo@estar grávida, vontade de uma batata <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""54973131"" dir=""ltr"" href=""/McDonalds_BR""><s>@</s><b><strong>McDonalds</strong>_BR</b></a></p>",[],[],False,[],,0,0,2,True,False,,[]
26,ColdDryce,Dryce,1082879244231942144,1249487273265188865,/ColdDryce/status/1249487273265188865,2020-04-12 23:59:14,1586735954,elite smash is literally  just people trying to cheese you and rage quitting when they fail or some ness main playing from mcdonalds,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">elite smash is literally  just people trying to cheese you and rage quitting when they fail or some ness main playing from <strong>mcdonalds</strong></p>",[],[],False,[],,3,0,1,True,False,,[]
27,A55J4CK50N,A55J4CK50N,837148418946531333,1249487262020239365,/A55J4CK50N/status/1249487262020239365,2020-04-12 23:59:12,1586735952,These things got more zap than McDonalds sprite.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">These things got more zap than <strong>McDonalds</strong> sprite.</p>",[],[],False,[],,0,0,0,False,False,,[]
28,vespertilioAJR,Mike Pence - Professional Mannequin,716750760734822400,1249487258421428230,/vespertilioAJR/status/1249487258421428230,2020-04-12 23:59:11,1586735951,Not unless they worked in McDonalds.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Not unless they worked in <strong>McDonalds</strong>.</p>",[],[],False,[],,6,0,0,False,True,1249461595664719873,"[{'screen_name': 'MysterySolvent', 'user_id': '1094713876132872192'}]"
29,denvertigrz,Denvertigrz,414151212,1249487228285394944,/denvertigrz/status/1249487228285394944,2020-04-12 23:59:04,1586735944,"How is that any more of a risk than going to Home Depot, or picking up food at McDonalds, c’mon man, that’s reaching, and you know it. Easter Service is the pinnacle day of my faith and I’m being told I can’t worship at my place of worship.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How is that any more of a risk than going to Home Depot, or picking up food at <strong>McDonalds</strong>, c’mon man, that’s reaching, and you know it. Easter Service is the pinnacle day of my faith and I’m being told I can’t worship at my place of worship.</p>",[],[],False,[],,0,0,0,False,True,1249019585887698945,"[{'screen_name': 'TheErtter', 'user_id': '265113493'}, {'screen_name': 'PoliticalShort', 'user_id': '247981000'}]"
30,j6hon,jon ✞,1225945595166089216,1249487191236960256,/j6hon/status/1249487191236960256,2020-04-12 23:58:55,1586735935,mf can’t even make eye contact with the mcdonalds cashier ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">mf can’t even make eye contact with the <strong>mcdonalds</strong> cashier <img alt=""😭"" aria-label=""Emoji: Loudly crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Loudly crying face""/></p>",[],[],False,[],,0,0,0,False,True,1249174027291295752,"[{'screen_name': 'HELLAGHOUL', 'user_id': '334453482'}, {'screen_name': 'Sith_Trooper66', 'user_id': '823299075462332416'}]"
31,alejandroelias0,USUARIO1994™,219820662,1249487180474523648,/alejandroelias0/status/1249487180474523648,2020-04-12 23:58:52,1586735932,Lo mas saludable de este mundo .... Puede ser Mcdonalds o Kfc o quizas un Pizza Hut,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Lo mas saludable de este mundo .... Puede ser <strong>Mcdonalds</strong> o Kfc o quizas un Pizza Hut</p>",[],[],False,[],,2,0,0,False,True,1249428860573270016,"[{'screen_name': 'Pepe_Takilla', 'user_id': '80481243'}]"
32,TomasCholfe,Toto🤷🏽‍♂️,482501425,1249487121838112770,/TomasCholfe/status/1249487121838112770,2020-04-12 23:58:38,1586735918,A partir del lunes funciona mc donalds y lo tengo a 1 cuadra ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">A partir del lunes funciona <strong>mc donalds</strong> y lo tengo a 1 cuadra <img alt=""😍"" aria-label=""Emoji: Smiling face with heart-shaped eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60d.png"" title=""Smiling face with heart-shaped eyes""/></p>",[],[],False,[],,0,0,0,False,False,,[]
33,j_rico09,Juan Rico,199989407,1249487028535939074,/j_rico09/status/1249487028535939074,2020-04-12 23:58:16,1586735896,Mcmillions was a very interesting series. #McDonalds #McMillions,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Mcmillions was a very interesting series. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McDonalds?src=hash""><s>#</s><b><strong>McDonalds</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/McMillions?src=hash""><s>#</s><b>McMillions</b></a></p>",[],"['McDonalds', 'McMillions']",False,[],,1,0,0,False,False,,[]
34,SonoranRed,SonoranRed,144992057,1249487026426003457,/SonoranRed/status/1249487026426003457,2020-04-12 23:58:16,1586735896,This is a McDonalds ? In China! https://twitter.com/GreenwoodOutlaw/status/1249391324735901697 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This is a <strong>McDonalds</strong> ? In China! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GreenwoodOutlaw/status/1249391324735901697"" dir=""ltr"" href=""https://t.co/Fx8hUUfaT0"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GreenwoodOutlaw/status/1249391324735901697""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GreenwoodOutla</span><span class=""invisible"">w/status/1249391324735901697</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/GreenwoodOutlaw/status/1249391324735901697'],[],False,[],,0,0,0,False,False,,[]
35,Flopeyes1,Flopeyes,1166444315599499266,1249486992976408576,/Flopeyes1/status/1249486992976408576,2020-04-12 23:58:08,1586735888,"@McDonalds hear me out,
“The McGriskit”
1st bun = McGriddle
2nd bun = Biscuit 
Make this an option for a breakfast sandwich please!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71026122"" dir=""ltr"" href=""/McDonalds""><s>@</s><b><strong>McDonalds</strong></b></a> hear me out,
“The McGriskit”
1st bun = McGriddle
2nd bun = Biscuit 
Make this an option for a breakfast sandwich please!</p>",[],[],False,[],,0,0,0,False,False,,[]
36,patrirzga,╮(. ❛ ᴗ ❛.)╭,792850348167860224,1249486981874188288,/patrirzga/status/1249486981874188288,2020-04-12 23:58:05,1586735885,alguien me trae a la puerta un mcdonalds? es que a mi casa no envían ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">alguien me trae a la puerta un <strong>mcdonalds</strong>? es que a mi casa no envían <img alt=""😭"" aria-label=""Emoji: Loudly crying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Loudly crying face""/></p>",[],[],False,[],,0,0,0,False,False,,[]
37,billie_swanda,Billie Swanda,912113737447890944,1249486904103514113,/billie_swanda/status/1249486904103514113,2020-04-12 23:57:46,1586735866,Liars,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Liars</p>",[],[],False,[],,1,0,0,False,True,1249484832469630982,"[{'screen_name': 'DesignationSix', 'user_id': '969138694308421632'}, {'screen_name': 'Applebees', 'user_id': '74452613'}]"
38,ebauer_33,Evan Bauer,361381046,1249486891449290754,/ebauer_33/status/1249486891449290754,2020-04-12 23:57:43,1586735863,"Well, i wanted Nettys... and went to McDonald’s because it was close. And then made the drive to Wendy’s lol","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Well, i wanted Nettys... and went to McDonald’s because it was close. And then made the drive to Wendy’s lol</p>",[],[],False,[],,0,0,1,True,True,1249445936314699776,"[{'screen_name': 'msuchucky', 'user_id': '275260995'}, {'screen_name': 'McDonalds', 'user_id': '71026122'}, {'screen_name': 'Wendys', 'user_id': '59553554'}]"
39,notwahib,OG ANUNOBY,1041912198304616449,1249486823937781761,/notwahib/status/1249486823937781761,2020-04-12 23:57:27,1586735847,Psa dat mcdonalds workers should not b considered essential but im flattered they think we are,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Psa dat <strong>mcdonalds</strong> workers should not b considered essential but im flattered they think we are</p>",[],[],False,[],,6,0,0,False,False,,[]
